Aircraft A,Aircraft A Ini Man Time,Aircraft A Ini Man Lat,Aircraft A Ini Man Lon,Aircraft A Ini Man Alt,Aircraft A Ini Man Vel_xy,Aircraft A Ini Man Vel_z,Aircraft A Ini Man Track,Speed Maneuver,Altitude Maneuver,Track Maneuver,Aircraft A End Man Time,Aircraft A End Man Lat,Aircraft A End Man Lon,Aircraft A End Man Alt,Aircraft A End Man Vel_xy,Aircraft A End Man Vel_z,Aircraft A End Man Track,Aircraft A Conflict Time,Aircraft A Conflict Lat,Aircraft A Conflict Lon,Aircraft A Conflict Alt,Aircraft A Conflict Vel_xy,Aircraft A Conflict Vel_z,Aircraft A Conflict Track,Aircraft B,Aircraft B Conflict Time,Aircraft B Conflict Lat,Aircraft B Conflict Lon,Aircraft B Conflict Alt,Aircraft B Conflict Vel_xy,Aircraft B Conflict Vel_z,Aircraft B Conflict Track
392aed,2023-07-27 11:17:22,44.635778767974124,2.6983005055554203,10457.903906172207,60.114034627542466,-1.8685280885112814,174.1277598086567,1,0,0,2023-07-27 11:59:22,40.196059514829095,3.1195164618311897,10646.567932663616,58.238231719082854,-0.21866827141872644,179.1436744452291,2023-07-27 11:24:22,44.40976252093614,2.7307843302756187,10457.903906172207,225.4937102634301,-11.058146766169154,172.89792659216167,3946e5,2023-07-27 11:23:36,44.45625,2.730725,11048.25,221.1708019916528,-11.058146766169154,174.0
400afb,2023-07-27 11:07:10,46.81594351141886,10.347798367855479,10276.028190131881,208.82280442599475,-3.463096511578665,312.1651150377821,0,0,-1,2023-07-27 11:33:10,47.875505657560865,6.384376647837415,10363.063955760386,215.02191376967806,0.05208238398806126,294.40769756794083,2023-07-27 11:18:10,47.64738762146123,8.997784518032297,10276.028190131881,207.05787603636108,-13.561418685121108,282.1343525711337,4bc887,2023-07-27 11:18:05,47.69230588235294,8.9094,9914.470588235294,248.99342237185218,-13.561418685121108,105.52941176470588
40688d,2023-07-27 11:50:17,45.45358485048777,24.058897384950466,11830.264038896481,284.30537431538136,-7.533327520286097,125.028405053294,-1,0,0,2023-07-27 12:11:17,43.58215613921596,27.545211270846814,11875.239789606047,274.8717468248536,-0.32450387298959293,127.06663787675346,2023-07-27 11:51:17,45.3653476794342,24.23719422252378,11830.264038896481,276.14445663632773,-28.6334,125.14911476879547,405bfd,2023-07-27 11:50:36,45.384311999999994,24.286217999999998,11295.3,224.1708479613731,-28.6334,303.94
40697c,2023-07-27 11:11:53,47.12841159305136,12.084280310148905,10865.616396311907,198.10201505650508,0.41865800291553806,301.0001692687458,0,0,-1,2023-07-27 11:40:53,47.71851306740735,7.518312705701852,10968.388904801335,207.77134483141742,0.16065932160058777,283.085565416952,2023-07-27 11:13:53,47.23838410519525,11.815302159309145,10865.616396311907,198.75949678419963,0.0,295.7952923399758,30067e,2023-07-27 11:13:11,47.16335212765957,11.723794680851064,10668.0,113.47304927071518,0.0,188.0
406a92,2023-07-27 11:05:31,46.92672318180233,10.168153280070145,10827.589228239298,207.03944376479336,-4.64946994912042,313.0935469199717,0,0,-1,2023-07-27 11:36:31,48.1978409636161,5.505634227880987,10972.814634243565,214.0890903492868,-0.005950344208364694,294.5550011689531,2023-07-27 11:07:31,47.079280122654936,9.929427131186825,10827.589228239298,208.43859407648864,-0.007469845324244661,308.52143289036866,406696,2023-07-27 11:06:49,47.13128074074074,9.842971358024691,10972.15012345679,205.2215946116268,-0.007469845324244661,314.01175308641973
4072ea,2023-07-27 12:46:57,47.01437502733764,19.55389467670612,12105.400274367395,191.0094475512891,7.546845330434523,292.96447822092864,1,0,0,2023-07-27 13:20:57,48.56207744815815,14.15060852347041,12025.132449369281,196.36653834087613,-3.8593023580867767,292.1258195515547,2023-07-27 13:10:57,47.97755430852878,16.191402543200425,12105.400274367395,216.93226164289706,0.0,293.4205057857043,89655b,2023-07-27 13:10:17,48.04770481586402,16.29985835694051,12192.0,212.7219076278289,0.0,291.7889518413598
40773b,2023-07-27 11:44:33,49.37700918259108,1.5361718579183992,11261.112891605906,243.93779063758095,-0.21679526357141984,135.28387042227024,0,0,-1,2023-07-27 12:17:33,47.723371323012294,7.750004181068814,11277.000577043085,262.8956836320375,1.4432325754287738e-05,118.67006038911592,2023-07-27 11:53:33,48.53453426184242,2.8005462111657153,11261.112891605906,254.71421585965157,-0.03685496437496848,106.30137027527523,4d224f,2023-07-27 11:53:08,48.55111047140283,2.857319292421512,10889.038110594707,203.5134220226228,-0.03685496437496848,231.6081798349616
407a05,2023-07-27 11:34:33,53.78333535621841,-1.6308858847743866,10999.362201598367,198.40423157669073,0.19856909700429853,333.34021588254296,0,1,0,2023-07-27 17:51:33,50.45877618924592,-5.935350005868222,10956.16099704394,228.83403007775883,-1.1108144776062352,351.7581628699457,2023-07-27 11:53:33,55.598631978544866,-3.2068510813934608,10999.362201598367,176.05790810855328,-1.6054337672217542,319.39562729133104,4008f2,2023-07-27 11:53:29,55.52952886597938,-3.0718072164948453,11506.536082474227,225.56460593600872,-1.6054337672217542,332.2474226804124
407bdc_1,2023-07-27 16:36:09,44.649821968051235,-3.2275943994334977,11279.960208702043,231.09105986852703,0.36609785085406205,173.59860012020596,0,0,-1,2023-07-27 16:49:09,43.14476497459121,-2.3852575935870735,11190.367378546147,241.0201775662287,-10.512890500551913,155.96902594488003,2023-07-27 16:46:09,43.409713472307416,-3.034946763799842,11279.960208702043,241.10550418451226,0.4110383595193877,149.4126019363888,4400b7,2023-07-27 16:45:42,43.466870767416324,-2.9533637480174066,10950.45709300907,230.7437273682933,0.4110383595193877,143.21430111025256
407c0b,2023-07-27 13:26:39,43.708689266714536,15.460675036250548,11277.012793499469,189.71963747807607,0.0005216435036525739,126.37648018224583,1,0,0,2023-07-27 14:47:39,35.14900062264228,26.266059102523787,11277.001260637,194.0331735224776,0.00024364389560014473,143.01127878512398,2023-07-27 14:26:39,40.05852398376381,22.085654811606396,11277.012793499469,263.079982365025,0.0,141.76258311632947,452112,2023-07-27 14:26:32,40.033095899309785,22.170908499120316,11407.21261334416,220.6801599875221,0.0,212.2918121532007
43c39d,2023-07-27 12:09:43,30.77704160958694,-85.14553044948374,9949.805145395376,278.89000009176175,-6.191678798420026,101.77560533188358,1,0,0,2023-07-27 13:07:43,25.061038177419633,-81.50544020491381,9936.620518463626,225.79094434476545,-13.596820248566209,116.17199743017187,2023-07-27 12:15:43,30.59154893691043,-84.11991490426732,9949.805145395376,227.30368663156816,-2.4796747967479673,122.56293683028059,a2200a,2023-07-27 12:15:23,30.6,-84.1936,9753.0,229.35658650774224,-2.4796747967479673,161.0
461f9e,2023-07-27 11:30:57,56.16474738596551,17.85646775394666,11442.004341576634,224.0785116156284,-0.11127991262590796,219.60546870909755,-1,0,0,2023-07-27 12:24:57,49.58754069820708,14.394994440553203,11540.626502839486,244.79916888843616,0.3796606616455093,201.57651426807345,2023-07-27 11:34:57,55.79230698348846,17.30794107650353,11442.004341576634,231.61139711959132,0.0,206.83990012183665,4ac9f4,2023-07-27 11:34:34,55.85712835820895,17.381020895522386,11277.0,246.09490389039104,0.0,159.86567164179104
461f9e,2023-07-27 11:09:57,58.08677903477002,21.24018088122816,11439.136391560321,176.87233334280015,-5.269110125145252,223.46028822335887,1,0,0,2023-07-27 11:52:57,53.65914677198744,16.266618767830426,11444.564169376545,185.09430101437158,-13.032838653612554,195.04209933022784,2023-07-27 11:16:57,57.60222435710778,20.38059423612436,11439.136391560321,331.58207962555167,0.0,222.9221176702956,152063,2023-07-27 11:45:09,57.527,20.51,10972.8,223.54,0.0,189.94
4841a5,2023-07-27 11:08:39,45.76478003763252,7.5653750752632165,11602.345991900746,211.64072937640233,-0.028952564937622754,307.7002693349589,0,0,1,2023-07-27 11:59:39,47.074821281920435,6.2010925854604295,11582.399993219908,238.73208453787834,-8.003281281112114e-08,325.9389312772575,2023-07-27 11:12:39,46.043947666810205,7.047125727869949,11602.345991900746,217.7022587056711,-0.0012164691203981441,319.6545865984258,39d307,2023-07-27 11:11:33,46.08700655021834,6.971186244541484,11582.365938864628,208.80580267777648,-0.0012164691203981441,309.3539519650655
485788,2023-07-27 18:01:43,37.929726535650396,-87.76208677328485,11719.531529805057,251.3607634173005,-9.498030721605057,220.96687478637202,1,0,0,2023-07-27 18:16:43,35.62181316350393,-90.31286898181315,11403.199560655843,260.8060035506959,-3.8092166840440735,220.4158762613435,2023-07-27 18:14:43,36.59510767645303,-89.21027542370206,11719.531529805057,267.73641006061945,0.0,220.69072673566112,abc7a3,2023-07-27 18:14:24,36.51871239669422,-89.23477107438016,11582.0,235.17573020489007,0.0,324.75206611570246
48597d,2023-07-27 11:08:21,46.90243601286419,8.546895562632873,11290.25328486906,245.74434114663617,-7.68584068916727,174.08807287156645,0,-1,0,2023-07-27 15:53:21,46.1334697603263,6.533597297297285,11241.182539520636,235.34845486996394,-5.695889852116258,274.3157827638957,2023-07-27 11:25:21,44.65919824982663,8.878552524243718,11290.25328486906,235.63466241852774,0.0,179.08883824763546,4844c6,2023-07-27 11:24:52,44.57945436241611,8.78365413870246,11582.0,212.7834457478007,0.0,320.22035794183444
4864ee,2023-07-27 10:44:06,50.308011944254226,7.979336553947699,11779.193961256542,258.1352103603039,2.472518823479585,146.27048282409547,-1,0,0,2023-07-27 11:06:06,47.802759203438534,9.993374506135096,11890.170331088697,253.29371028177857,0.024883979269611178,151.89416099174713,2023-07-27 10:47:06,49.96041591682394,8.339768366475813,11779.193961256542,216.2516686454343,2.3708225873356454,147.82989730743273,4401e8,2023-07-27 10:46:21,49.90915505617978,8.410159550561797,11880.14606741573,91.93809731353764,2.3708225873356454,145.0
48c26c_1,2023-07-27 15:39:08,48.67735128374586,14.268081930207416,11517.161162830756,229.77583542941906,-7.166033547870671,194.89311712523542,0,0,1,2023-07-27 16:29:08,44.20868258292449,9.379698507609097,11887.452076538191,202.97508714326307,0.06199822322266985,213.36154176367225,2023-07-27 15:39:08,48.67735128374586,14.268081930207416,11517.161162830756,229.77583542941906,4.033749380151886,194.89311712523542,471f5c,2023-07-27 15:38:14,48.64425649892193,14.183816166958218,11277.319173345268,266.887029479523,4.033749380151886,111.08936170212766
495212,2023-07-27 11:16:23,40.675935500416315,-6.717863679100306,10243.257445096237,223.2293903823655,1.3554397236926072,46.49607138115174,0,1,0,2023-07-27 12:14:23,44.226485541472556,2.5295914886675113,10198.5865145077,252.39198345783268,-5.549019744426615,49.50156431660795,2023-07-27 11:49:23,43.41330176583474,-2.842169689621172,10243.257445096237,248.90805815547697,-1.5027715469230465,61.11379253612438,3c64b1,2023-07-27 11:48:30,43.43087739463601,-2.878155938697318,10512.578544061304,219.93442049995764,-1.5027715469230465,251.0191570881226
4a2aac,2023-07-27 18:29:50,35.294365519531226,27.417595893722066,10225.133357750718,225.1841627616421,0.36201662238837795,333.99205989511,1,0,0,2023-07-27 18:44:50,36.993605932382046,26.39109645488133,10229.133586249056,228.25602156949725,-23.086093191327638,333.00596288984246,2023-07-27 18:35:50,35.95091200457516,27.02493295342205,10225.133357750718,325.2048755262733,0.0,333.34376583967304,89620b,2023-07-27 18:34:53,35.939918181818186,26.940488311688313,10668.0,274.3389732137643,0.0,114.0
4ac9e3,2023-07-27 10:48:18,47.662748168825594,21.691645999704456,10503.440502890528,246.1878490378346,-19.595856120472348,146.06951108946922,1,0,0,2023-07-27 12:00:18,38.65610770452469,28.625318645937178,10535.665382003333,253.05905050123587,-3.474421594317451,152.2473723957568,2023-07-27 11:26:18,43.47055407499141,25.703954151628018,10503.440502890528,260.188329890347,-12.166085486504922,151.28724358804973,4bab52,2023-07-27 11:26:13,43.53952605459057,25.614954094292806,10860.357320099256,221.79573654313387,-12.166085486504922,314.0
4b027f,2023-07-27 08:19:41,39.733311616648635,25.10717139659137,11482.304700736355,132.02403399678158,-8.144067235246004,310.34579778177715,0,-1,0,2023-07-27 09:48:41,45.49783310033672,14.829305536710494,11447.768932317696,196.53564420151986,0.600189612813654,305.6247762801227,2023-07-27 09:10:41,42.08733022050724,21.450566304392417,11482.304700736355,187.42727265634213,0.5533684857918195,304.64515318071835,407f63,2023-07-27 09:10:20,42.09536129032258,21.52105806451613,10893.548387096775,184.8850906347265,0.5533684857918195,309.258064516129
4bb262,2023-07-27 10:36:32,45.05601754421762,22.545691125358506,10201.115703980056,178.21484289727246,-1.5723293541479237,310.8013864793134,1,0,0,2023-07-27 10:54:32,46.21337048727324,20.478651446289636,10155.887787170903,186.962523502908,0.42754553919339255,299.76133279220767,2023-07-27 10:48:32,45.80986980577513,21.30368910774798,10201.115703980056,291.33408277174703,-7.605023064389643,307.93159509369343,452086,2023-07-27 10:48:15,45.84536011560694,21.37239075144509,9920.485549132947,280.44948793991205,-7.605023064389643,113.54913294797687
4bb275,2023-07-27 12:17:03,48.87043491267673,13.08966575277681,10263.455419259551,127.18135861235787,22.25231442559677,117.76042135335165,1,0,0,2023-07-27 12:47:03,46.841342917550655,18.73026069143368,9861.692921586638,136.71974805862277,-16.771071863221664,119.01632850112432,2023-07-27 12:35:03,48.29445619367943,14.73655725089602,10263.455419259551,227.27583953484267,-0.26595323028141094,118.08226088903574,4baa92,2023-07-27 12:34:57,48.27681954022988,14.648045977011494,10292.885057471265,191.22316599998538,-0.26595323028141094,308.0
4bb275,2023-07-27 12:47:03,46.841342917550655,18.73026069143368,9861.692921586638,136.71974805862277,-16.771071863221664,119.01632850112432,-1,0,0,2023-07-27 16:00:03,37.89938575984985,34.23958656660409,10058.208705440882,127.27772613551278,0.41569133985034395,133.9276566604126,2023-07-27 13:01:03,46.339682798062974,20.04033168827497,9861.692921586638,7.601445973121264,0.0,119.5011094542027,4baa85,2023-07-27 13:00:37,46.39085371428572,19.961858857142857,10363.0,189.11093149982787,0.0,307.18285714285713
4bb325,2023-07-27 18:22:18,41.73229062548171,29.318990784271023,10975.106203369833,204.98947193708767,-0.02208616128048036,341.36330819106564,0,0,-1,2023-07-27 19:18:18,45.78170831397516,23.678671112926256,10972.000646972348,190.86159825548768,-6.472785836054738e-06,324.30352920300504,2023-07-27 18:34:18,42.99119968171399,28.74594614995158,10975.106203369833,196.82953006095795,0.0,311.1642511665146,8963b4,2023-07-27 18:33:29,42.93484871816008,28.85089658313412,11290.008358750309,277.141083130556,0.0,124.80732462286701
4bb4e3,2023-07-27 11:54:20,47.19991160471141,23.35812552148878,11001.575780116804,216.01286884401037,0.9873185922180647,319.86172080526455,0,-1,0,2023-07-27 18:43:20,40.698515692668806,29.76436114724236,10952.472879070236,210.31513192929478,-0.5082613447757773,335.2826889477149,2023-07-27 12:04:20,48.090547753111224,22.245156153517584,11001.575780116804,208.0405043356569,0.0,324.0471777054041,4891b4,2023-07-27 12:04:18,48.01810530973451,22.24476076696165,11277.0,259.23308150362703,0.0,150.6401179941003
4bc841,2023-07-27 10:47:46,46.29761857763052,18.007388315026155,10057.792049122178,243.39134960409368,-0.021059482500374878,118.53128100217788,-1,0,0,2023-07-27 11:06:46,44.46348218339422,21.204685414282412,10042.962371798752,239.7063548456722,-0.781788680309046,131.33218837798395,2023-07-27 10:51:46,46.046127621152465,18.67157901399453,10057.792049122178,179.61101047095786,-12.673130193905816,122.09593835684859,4bc85a,2023-07-27 10:51:30,46.118471929824565,18.593489473684212,10432.561403508771,288.8816499967989,-12.673130193905816,128.4561403508772
4cad49,2023-07-27 12:41:22,42.969534896630925,26.74707642950293,11149.607428102418,276.73740952243725,-12.032690202108995,92.95162384723639,-1,0,0,2023-07-27 13:54:22,41.755994336823846,41.2870749502002,11276.999999124144,268.38716507237655,0.08194757461851034,99.0471412977839,2023-07-27 12:47:22,42.922275034396684,27.966094438321242,11149.607428102418,165.81553862141388,0.0,93.51782221026993,452086,2023-07-27 12:47:15,42.90963369503573,28.056785515520435,10612.659998487656,238.18220575447086,0.0,153.69238534538167
4d239b,2023-07-27 11:41:25,41.865812603144434,31.07115404022175,11281.540056171865,238.43754030048711,0.3891527265650745,123.6118077810089,0,0,1,2023-07-27 11:53:25,40.785525392904894,32.349526578976736,11206.47437147248,178.40423004003878,-5.988053754398723,139.22656104171674,2023-07-27 11:42:25,41.79442196854132,31.214498568796134,11281.540056171865,238.8770770517692,0.0,126.4345870608884,4bcdee,2023-07-27 11:41:28,41.82403711340206,31.238221649484537,10972.503092783505,242.6038878661607,0.0,317.6855670103093
502d34,2023-07-27 13:48:23,43.02241324798375,-1.815552444339143,11223.585810651259,201.90178727801097,1.4156675304294228,216.9046788600714,0,0,-1,2023-07-27 14:13:23,40.11135819594172,-2.6760334051134325,11234.324876942104,215.24212797224564,-0.9434410241870161,199.249649888263,2023-07-27 13:57:23,42.23728717838415,-2.613136571877522,11223.585810651259,229.29155344553877,-0.4457692307692307,183.41668525972375,3950d0,2023-07-27 13:57:08,42.255775,-2.527615,10713.6,242.1035690110303,-0.4457692307692307,25.0
7380c1,2023-07-27 19:05:39,40.85393853880064,-109.82883904347342,10588.398659429848,277.8596721832629,59.150185818612044,45.2358175094691,0,0,1,2023-07-27 19:23:39,42.547264480959434,-107.46820563201968,10461.591513656478,273.9653971942936,-4.2460900140852855,62.42040928705537,2023-07-27 19:07:39,41.065196764909935,-109.54740544520403,10588.398659429848,275.4452201972274,-0.00046880594343170893,50.87652798646792,a842e7,2023-07-27 19:07:33,41.01755595238095,-109.51888296130953,10363.0,215.50458124960193,-0.00046880594343170893,300.31175595238096
7380c3,2023-07-27 18:53:04,27.07040111024258,49.43083728777083,11098.786435437654,246.85900285850775,-14.82161810008404,91.9896472131937,-1,0,0,2023-07-27 19:21:04,25.957361355176133,53.530492652284295,11136.615192917456,252.27749605709565,-2.470831208511503,108.04407250617699,2023-07-27 19:02:04,27.027920367979647,50.77363006108404,11098.786435437654,79.09251958018038,0.0,98.15774185084084,70203e,2023-07-27 19:01:56,27.009735294117647,50.841258823529415,10668.0,112.95769531920945,0.0,95.67647058823529
740731,2023-07-27 11:41:30,46.35364789787016,11.351646240303696,10588.570026420892,266.8772111765037,-9.297583858051066,147.2828210011887,0,0,-1,2023-07-27 12:16:30,43.10953993777783,16.98308381099561,10677.2089221317,278.8954947027799,0.04744319877160326,129.71836547240332,2023-07-27 11:57:30,44.413286557226655,13.118106553084703,10588.570026420892,273.6958832152979,-14.073664224393994,126.5487509619092,406fdb,2023-07-27 11:56:37,44.36466757679181,13.068252218430034,10856.83276450512,205.52993696752745,-14.073664224393994,312.0
80073d,2023-07-27 12:43:28,49.12096214479791,15.520359217396596,11376.81336911311,290.36469703319005,-1.2419268149638965,106.86741847268318,-1,0,0,2023-07-27 13:00:28,47.90328713204034,19.00195051773279,11765.456462661463,282.6370921849464,1.470632744805313,125.31091251900938,2023-07-27 12:49:28,48.84687946683585,16.88641622044267,11376.81336911311,181.4705620932456,0.0,107.42449997122705,407ac3,2023-07-27 12:48:57,48.918327272727275,16.858681818181818,11277.0,280.826065287143,0.0,137.0909090909091
800c42,2023-07-27 11:52:21,27.070020793254105,49.63275326369271,10681.761504164868,102.15268957131529,-0.0012785177492052936,91.87418414949046,1,0,0,2023-07-27 12:11:21,26.48957798717448,52.3717433498296,10498.18720677945,110.73963615029422,-1.861778201903853,110.53524171599788,2023-07-27 11:53:21,27.068198164484347,49.69450926229696,10681.761504164868,104.7546144558374,5.109082871299897,93.48875249931031,896372,2023-07-27 11:52:31,27.055088841201716,49.786395278969955,11003.416309012875,85.45443394127824,5.109082871299897,93.0
800c42,2023-07-27 12:13:21,26.472138190354514,52.404618232593,10493.535402680183,75.82931276542378,-1.8367304892659293,110.95057351311664,-1,0,0,2023-07-27 12:33:21,26.485311822108862,55.324976316339914,10669.615389137647,85.61770726936503,0.04448895276700197,63.366505465917704,2023-07-27 12:25:21,26.295862300607503,52.91553581649102,10493.535402680183,237.77626933405847,8.448644609358896,80.87614560638754,70606c,2023-07-27 12:24:57,26.300040476190475,52.9772619047619,9963.595238095239,231.3973116381772,8.448644609358896,110.0
89618a,2023-07-27 12:11:58,47.391647040981624,11.570543061234948,11799.184420111967,283.6592943638133,-4.113276530409618,98.12553615353217,-1,0,0,2023-07-27 12:31:58,46.85255876811017,16.007459219780042,11886.76881344595,292.0179890090571,-0.012820253600462527,101.70418952828827,2023-07-27 12:16:58,47.28237634345657,12.684994193128842,11799.184420111967,189.29240229208793,-2.256270821085634,97.55003075825847,80073a,2023-07-27 12:16:08,47.268159259259264,12.7112,12011.25925925926,219.28426395823416,-2.256270821085634,278.0
896411,2023-07-27 11:56:23,27.021604994172844,49.418372617954404,10668.130421112552,81.62833707553852,-0.00030339435797895883,93.84849462774669,1,0,0,2023-07-27 12:19:23,26.4667010316059,52.0524017622429,10668.000202218735,88.37231284379106,-8.371480769944612e-07,110.0865499948668,2023-07-27 12:07:23,26.988876172474793,49.959958053837646,10668.130421112552,271.2884974732871,0.0,106.87574547412972,738055,2023-07-27 12:06:33,27.047672151898734,49.95392708860759,10668.0,355.55660143478565,0.0,91.22784810126582
8964a7,2023-07-27 10:26:26,40.0498759461392,38.50983201156585,10953.955301700955,223.90001425000503,0.09661234137287722,309.38380980294124,-1,0,0,2023-07-27 11:03:26,41.350913342616465,33.07807890128213,10975.441324375815,214.35536381376926,0.04236575852029731,298.2571032286651,2023-07-27 10:45:26,41.50704710241267,36.17130403857402,10953.955301700955,138.52679005109567,-1.3920080626975944,298.5846255902696,151e12,2023-07-27 10:45:18,41.58521497093023,36.18027703488372,11065.539244186046,282.7728881660322,-1.3920080626975944,62.65406976744186
